respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Выберите язык,Возраст (количество полных лет),Пол,На каком предприятии Вы работаете?,,"Укажите компанию, в которой Вы работаете:",,К какой категории сотрудников Вы относитесь?,"Я испытываю напряжение, мне не по себе","Мне страшно. Кажется, будто что-то ужасное может вот-вот случиться",Беспокойные мысли крутятся у меня в голове,Я легко могу сесть и расслабиться,Я испытываю внутреннее напряжение или дрожь,"Я испытываю неусидчивость, словно мне постоянно нужно двигаться",У меня бывает внезапное чувство паники,"То, что приносило мне большое удовольствие, и сейчас вызывает у меня такое же чувство",Я способен рассмеяться и увидеть в том или ином событии смешное,Я чувствую себя бодрым,"Мне кажется, что я стал все делать очень медленно",Я не слежу за своей внешностью,"Я считаю, что мои дела (занятия, увлечения) могут принести мне чувство удовлетворения","Я могу получить удовольствие от хорошей книги, фильма, радио- или телепрограммы",Нуждаетесь ли Вы в психологической помощи?,"По вашему мнению, нуждаются ли ваши близкие в психологической помощи?","Знакомы ли вы с программой ERG Balance, программой психологической поддержки работников Группы?     ",Что бы вы хотели видеть в программе психологической поддержки работников Группы?,Жасы (толық жас саны),Сіздің жынысыңыз,На каком предприятии Вы работаете?,,Қандай компанияда жұмыс істейтініңізді көрсетіңіз,,Сіз қызметкерлердің қай санатына жатасыз?,"Мен қобалжушылықты сезінем, өзімді жайсыз сезінемін",Маған қорқынышты. Қорқынышты нәрсе болуы мүмкін сияқты,Басыма мазасыз ойлар келеді,"Мен отырып, бойымды еркін ұстай аламын",Мен ішкі қобалжуды немесе қорқынышты сезінемін,"Мен орнықсыздықты сезінемін, үнемі қозғалыста болуым керек сияқты",Менде кенеттен үрей пайда болады,"Бұрын маған үлкен рахат сыйлаған нәрсе, қазір де сондай сезімді сыйлайды",Мен күле аламын және сол немесе басқа оқиғада күлкілі нәрсені көре аламын,Мен өзімді сергек сезінемін,"Менің ойымша, мен бәрін өте баяу істей бастадым",Мен сыртқы келбетімді қадағаламаймын,"Менің істерім (іс-әрекеттерім, әуесқойлығым) маған қанағат сезімін сыйлайды деп санаймын","Мен жақсы кітап, фильм, радио немесе теледидар бағдарламасынан ләззат ала аламын",Сізге психологиялық көмек қажет пе?,Сіздің ойыңызша жақындарыңыз психологиялық көмекке мұқтаж ба?,Сіз ERG қызметкерлеріне психологиялық қолдау көрсету ERG Balance бағдарламасымен таныссыз ба?,ERG қызметкерлеріне психологиялық қолдау көрсету бағдарламасында не көргіңіз келеді?
118682598767,457631337,09/02/2024 03:44:08 PM,09/02/2024 03:47:51 PM,185.48.149.152,,,,,Русский,58,Женщина,3-Энергоорталык (ШТЭЦ),,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Я об этом не думала,,,,,,,,,,,,,,,,,,,,,,,,,
118682598102,457631337,09/02/2024 03:42:37 PM,09/02/2024 03:47:46 PM,212.154.182.44,,,,,Русский,47,Мужчина,Казхром (Актюбинский завод ферросплавов),,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,лишь изредка это так,иногда,"определенно, это так",не так уж часто,"определенно, это так",лишь в очень малой степени это так,иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682598458,457631337,09/02/2024 03:43:20 PM,09/02/2024 03:47:46 PM,37.230.251.106,,,,,Русский,43,Женщина,Офисы Астаны,,ТОО «Евразийская Группа»,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"определенно, это так",иногда,"определенно, это так",совсем не бывает,"наверное, это так","наверное, это так",иногда,совсем нет,определенно это так,"точно так, как и обычно",часто,Нет,Нет,Нет,Ценность сотрудника,,,,,,,,,,,,,,,,,,,,,,,,,
118682598717,457631337,09/02/2024 03:44:07 PM,09/02/2024 03:47:09 PM,178.170.236.79,,,,,Русский,41,Мужчина,ЕЭК (Электрическая станция),,,,Служащий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"определенно, это так","определенно, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682598056,457631337,09/02/2024 03:42:12 PM,09/02/2024 03:46:46 PM,37.208.46.154,,,,,Русский,45,Женщина,ССГПО (АУ),,,,Специалист,совсем не испытываю,совсем не испытываю,время от времени,"наверное, это так",иногда,лишь в очень малой степени это так,совсем не бывает,"определенно, это так","определенно, это так",практически все время,часто,"я не уделяю этому столько времени, сколько нужно","точно так, как и обычно",часто,Нет,Нет,Да,Умение полноценно отдыхать,,,,,,,,,,,,,,,,,,,,,,,,,
118682598588,457631337,09/02/2024 03:43:44 PM,09/02/2024 03:46:41 PM,88.204.202.226,,,,,Русский,31,Женщина,Сервисный центр ERG,,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,совсем не могу,иногда,лишь в очень малой степени это так,совсем не бывает,"наверное, это так",лишь в очень малой степени это так,иногда,иногда,"я не уделяю этому столько времени, сколько нужно","точно так, как и обычно",иногда,Нет,Нет,Нет,-,,,,,,,,,,,,,,,,,,,,,,,,,
118682591112,457631337,09/02/2024 03:24:48 PM,09/02/2024 03:46:33 PM,212.154.179.150,,,,,Русский,55,Мужчина,Казхром (Донской ГОК),,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",большую часть времени,лишь изредка это так,иногда,совсем не испытываю,не так уж часто,"наверное, это так",лишь в очень малой степени это так,иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",иногда,Нет,Нет,Да,Поддержку,,,,,,,,,,,,,,,,,,,,,,,,,
118682597916,457631337,09/02/2024 03:42:09 PM,09/02/2024 03:46:15 PM,212.154.182.44,,,,,Русский,35,Мужчина,Казхром (Актюбинский завод ферросплавов),,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"наверное, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"наверное, это так",совсем не способен,иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682598119,457631337,09/02/2024 03:42:26 PM,09/02/2024 03:46:15 PM,212.154.182.44,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,54,Әйел,Казхром (Актюбинский завод ферросплавов),,,,Қызметкер,"анда-санда, кейде","кейбір кезде, бірақ бұл мені мазаламайды",кейде  ғана,солай шығар,кейде,шамалы дәрежеде ғана осылай,өте жиі емес,солай шығар,шамалы дәрежеде ғана осылай,үнемі,кейде,мүмкін мен бұған аз уақытымды бөлетін шығармын,бұрынғыдан айтарлықтай азырақ,жиі,Жоқ,Жоқ,Ия,
118682598148,457631337,09/02/2024 03:41:33 PM,09/02/2024 03:45:58 PM,82.200.198.99,,,,,Русский,34,Женщина,Алюминий Казахстана (КБРУ),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,........,,,,,,,,,,,,,,,,,,,,,,,,,
118682597310,457631337,09/02/2024 03:40:30 PM,09/02/2024 03:45:57 PM,178.170.236.79,,,,,Русский,60,Мужчина,ЕЭК (Разрез «Восточный»),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",иногда,Нет,Нет,Да,не интиресуюсь,,,,,,,,,,,,,,,,,,,,,,,,,
118682595632,457631337,09/02/2024 03:36:03 PM,09/02/2024 03:45:57 PM,178.170.236.72,,,,,Русский,40,Женщина,КЭЗ,,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,"определенно, это так","наверное, это так",очень редко,совсем нет,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",иногда,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682597964,457631337,09/02/2024 03:42:13 PM,09/02/2024 03:45:52 PM,178.170.236.25,,,,,Русский,28,Женщина,Алюминий Казахстана (ПАЗ),,,,Специалист,часто,"иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,"наверное, это так",не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,иногда,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",иногда,Да,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682598575,457631337,09/02/2024 03:43:44 PM,09/02/2024 03:45:46 PM,85.117.115.64,,,,,Русский,58,Мужчина,ССГПО,,,,Служащий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",очень редко,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Нет,Да,Да,Нет ответа ,,,,,,,,,,,,,,,,,,,,,,,,,
118682597911,457631337,09/02/2024 03:41:37 PM,09/02/2024 03:45:16 PM,62.122.106.90,,,,,Русский,43,Мужчина,КЭЗ,,,,Специалист,"время от времени, иногда","да, это так, но страх не очень сильный",большую часть времени,"наверное, это так",иногда,"наверное, это так",довольно часто,лишь в очень малой степени это так,лишь в очень малой степени это так,иногда,иногда,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",часто,Да,Нет,Да,Анонимность ,,,,,,,,,,,,,,,,,,,,,,,,,
118682598246,457631337,09/02/2024 03:43:05 PM,09/02/2024 03:45:13 PM,37.208.46.154,,,,,Русский,34,Мужчина,ССГПО,,,,Специалист,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",иногда,Нет,Нет,Да,затрудняюсь,,,,,,,,,,,,,,,,,,,,,,,,,
118682595171,457631337,09/02/2024 03:34:44 PM,09/02/2024 03:45:04 PM,37.208.46.154,,,,,Русский,56,Мужчина,ССГПО,,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,часто,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682593846,457631337,09/02/2024 03:31:20 PM,09/02/2024 03:44:50 PM,212.154.179.150,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,43,Еркек,Другое (укажите),ERG CP,,,Маман,"анда-санда, кейде",мүлдем сезінбеймін,кейде  ғана,дәл осылай,кейде,шамалы дәрежеде ғана осылай,мүлдем болмайды,дәл солай,шамалы дәрежеде ғана осылай,үнемі,кейде,мен өзімді бұрынғыдай қадағалаймын,әдеттегідей дәл солай,арасында,Жоқ,Жоқ,Жоқ,"Қыметкерлерге жиі көңіл бөлуді, ынталандыру мадақ грамотасын беруді,жиі қаржылай сыйақы беріп туруды кеңес берер едім."
118682597287,457631337,09/02/2024 03:36:11 PM,09/02/2024 03:44:25 PM,178.170.236.25,,,,,Русский,53,Женщина,Алюминий Казахстана (ПАЗ),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,это совсем не так,"определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",часто,Нет,Нет,Нет,затрудняюсь ответить,,,,,,,,,,,,,,,,,,,,,,,,,
118682597824,457631337,09/02/2024 03:41:44 PM,09/02/2024 03:44:22 PM,89.42.61.124,,,,,Русский,40,Женщина,КЭЗ,,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,иногда,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",иногда,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682597072,457631337,09/02/2024 03:39:53 PM,09/02/2024 03:44:20 PM,37.208.46.228,,,,,Русский,46,Мужчина,Алюминий Казахстана (КИР),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,очень часто,лишь в очень малой степени это так,не так уж часто,"наверное, это так",совсем не способен,практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Повышение заработной платы на 30% и более,,,,,,,,,,,,,,,,,,,,,,,,,
118682598649,457631337,09/02/2024 03:44:00 PM,09/02/2024 03:44:15 PM,37.208.46.154,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118682597294,457631337,09/02/2024 03:40:28 PM,09/02/2024 03:44:01 PM,37.208.46.154,,,,,Русский,60,Женщина,ССГПО,,,,Рабочий,совсем не испытываю,"иногда, но это меня не беспокоит",только иногда,"наверное, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,лишь в очень малой степени это так,"наверное, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",часто,Нет,Нет,Нет,Незнаю.,,,,,,,,,,,,,,,,,,,,,,,,,
118682593115,457631337,09/02/2024 03:29:30 PM,09/02/2024 03:43:42 PM,89.218.47.83,,,,,Русский,43,Мужчина,"Транспортная Группа (ТОО ""ТрансКом"")",,,,Специалист,"время от времени, иногда","да, это так, но страх не очень сильный",большую часть времени,лишь изредка это так,иногда,лишь в очень малой степени это так,не так уж часто,это совсем не так,"наверное, это так",практически все время,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Нет,Нет,Да,Как уметь отключаться от работы в нерабочее место,,,,,,,,,,,,,,,,,,,,,,,,,
118682595924,457631337,09/02/2024 03:35:37 PM,09/02/2024 03:43:30 PM,212.154.179.150,,,,,Русский,50,Женщина,Казхром (Донской ГОК),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,лишь изредка это так,иногда,совсем не испытываю,совсем не бывает,лишь в очень малой степени это так,"наверное, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,не знаю,,,,,,,,,,,,,,,,,,,,,,,,,
118682597572,457631337,09/02/2024 03:40:44 PM,09/02/2024 03:43:26 PM,37.208.46.228,,,,,Русский,48,Мужчина,Алюминий Казахстана (КИР),,,,Руководитель,"время от времени, иногда","определенно это так, и страх очень сильный",постоянно,"наверное, это так",иногда,"наверное, это так",не так уж часто,"определенно, это так",лишь в очень малой степени это так,практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,все норма,,,,,,,,,,,,,,,,,,,,,,,,,
118682597396,457631337,09/02/2024 03:40:16 PM,09/02/2024 03:43:15 PM,37.208.46.154,,,,,Русский,37,Мужчина,ССГПО,,,,Руководитель,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",иногда,лишь в очень малой степени это так,не так уж часто,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,видеоролики,,,,,,,,,,,,,,,,,,,,,,,,,
118682597375,457631337,09/02/2024 03:40:39 PM,09/02/2024 03:43:07 PM,37.230.251.106,,,,,Русский,30,Мужчина,Офисы Астаны,,ERG Credit,,Специалист,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,лишь в очень малой степени это так,"определенно, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","значительно меньше, чем раньше",часто,Да,Да,Да,я бы хотел чтобы у на был психолог как в сериале Миллиарды ,,,,,,,,,,,,,,,,,,,,,,,,,
118682596499,457631337,09/02/2024 03:38:14 PM,09/02/2024 03:43:06 PM,178.170.236.79,,,,,Русский,61,Мужчина,ЕЭК (Электрическая станция),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682594903,457631337,09/02/2024 03:34:11 PM,09/02/2024 03:42:59 PM,178.170.236.25,,,,,Русский,29,Женщина,Алюминий Казахстана (ПАЗ),,,,Руководитель,часто,"да, это так, но страх не очень сильный",большую часть времени,лишь изредка это так,часто,"наверное, это так",довольно часто,лишь в очень малой степени это так,лишь в очень малой степени это так,иногда,иногда,"может быть, я стал меньше уделять этому внимания","значительно меньше, чем раньше",редко,Да,Да,Нет,Как сделать серьезный шаг и не бояться,,,,,,,,,,,,,,,,,,,,,,,,,
118682597065,457631337,09/02/2024 03:39:50 PM,09/02/2024 03:42:45 PM,212.154.182.44,,,,,Русский,46,Женщина,Казхром (Актюбинский завод ферросплавов),,,,Рабочий,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,лишь изредка это так,иногда,"определенно, это так",не так уж часто,"наверное, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682590985,457631337,09/02/2024 03:24:38 PM,09/02/2024 03:42:42 PM,212.154.179.150,,,,,Русский,26,Женщина,Казхром (Донской ГОК),,,,Руководитель,часто,"да, это так, но страх не очень сильный",большую часть времени,лишь изредка это так,часто,лишь в очень малой степени это так,не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,совсем не чувствую,практически все время,"я не уделяю этому столько времени, сколько нужно",совсем так не считаю,очень редко,Да,Да,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596815,457631337,09/02/2024 03:39:08 PM,09/02/2024 03:42:29 PM,178.170.236.72,,,,,Русский,39,Мужчина,КЭЗ,,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,это совсем не так,совсем не способен,практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",редко,Нет,Нет,Нет,Без комментариев ,,,,,,,,,,,,,,,,,,,,,,,,,
118682596482,457631337,09/02/2024 03:37:58 PM,09/02/2024 03:42:27 PM,37.208.46.154,,,,,Русский,51,Женщина,ССГПО (АУ),,,,Специалист,"время от времени, иногда",совсем не испытываю,только иногда,"наверное, это так",иногда,лишь в очень малой степени это так,совсем не бывает,"определенно, это так","наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596545,457631337,09/02/2024 02:59:57 PM,09/02/2024 03:42:25 PM,91.185.26.178,,,,,Русский,29,Мужчина,BTS,,,,Руководитель,"время от времени, иногда","да, это так, но страх не очень сильный",время от времени,лишь изредка это так,иногда,"наверное, это так",не так уж часто,лишь в очень малой степени это так,лишь в очень малой степени это так,иногда,часто,"я не уделяю этому столько времени, сколько нужно","да, но не в той степени, как раньше",часто,Да,Да,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596032,457631337,09/02/2024 03:36:45 PM,09/02/2024 03:41:53 PM,178.170.236.79,,,,,Русский,41,Женщина,ЕЭК (Разрез «Восточный»),,,,Специалист,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",иногда,совсем не испытываю,совсем не бывает,это совсем не так,лишь в очень малой степени это так,практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596475,457631337,09/02/2024 03:38:14 PM,09/02/2024 03:41:49 PM,178.170.236.25,,,,,Русский,52,Мужчина,Алюминий Казахстана (АУ),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",иногда,совсем не испытываю,не так уж часто,это совсем не так,"определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Упражнения по эмоциональной разгрузке.,,,,,,,,,,,,,,,,,,,,,,,,,
118682596239,457631337,09/02/2024 03:37:28 PM,09/02/2024 03:41:41 PM,178.170.236.79,,,,,Русский,37,Женщина,ЕЭК (Разрез «Восточный»),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,"определенно, это так",не так уж часто,"наверное, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",часто,Нет,Нет,Да,незнаю,,,,,,,,,,,,,,,,,,,,,,,,,
118682593587,457631337,09/02/2024 03:30:48 PM,09/02/2024 03:41:39 PM,37.230.251.106,,,,,Русский,34,Женщина,Сервисный центр ERG,,,,Специалист,"время от времени, иногда",совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"определенно, это так","наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596666,457631337,09/02/2024 03:38:21 PM,09/02/2024 03:41:29 PM,91.185.27.130,,,,,Русский,51,Женщина,Казхром (АУ),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,*,,,,,,,,,,,,,,,,,,,,,,,,,
118682597054,457631337,09/02/2024 03:39:54 PM,09/02/2024 03:41:28 PM,37.208.46.154,,,,,Русский,58,Мужчина,ССГПО,,,,Служащий,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Нет,Да,Да,__,,,,,,,,,,,,,,,,,,,,,,,,,
118682596343,457631337,09/02/2024 03:37:36 PM,09/02/2024 03:41:02 PM,178.170.236.79,,,,,Русский,40,Мужчина,ЕЭК (Электрическая станция),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,иногда,лишь в очень малой степени это так,совсем не бывает,"наверное, это так","наверное, это так",очень редко,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",иногда,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595850,457631337,09/02/2024 03:31:51 PM,09/02/2024 03:40:44 PM,178.170.236.25,,,,,Русский,45,Женщина,Алюминий Казахстана (ПАЗ),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,чтобы не отвлекали всякой ерундой,,,,,,,,,,,,,,,,,,,,,,,,,
118682596650,457631337,09/02/2024 03:38:41 PM,09/02/2024 03:40:40 PM,95.82.115.94,,,,,Русский,23,Женщина,ССГПО,,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"наверное, это так",иногда,совсем не испытываю,совсем не бывает,"наверное, это так","определенно, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Да,Да,Нет,Не обращался ранее,,,,,,,,,,,,,,,,,,,,,,,,,
118682594451,457631337,09/02/2024 03:31:54 PM,09/02/2024 03:40:39 PM,37.208.46.154,,,,,Русский,34,Мужчина,ССГПО,,,,Специалист,"время от времени, иногда",совсем не испытываю,только иногда,"наверное, это так",иногда,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",иногда,Нет,Нет,Да,затрудняюсь ,,,,,,,,,,,,,,,,,,,,,,,,,
118682595564,457631337,09/02/2024 03:34:49 PM,09/02/2024 03:40:38 PM,212.154.179.150,,,,,Русский,42,Женщина,Казхром (Донской ГОК),,,,Специалист,все время,"иногда, но это меня не беспокоит",время от времени,"наверное, это так",совсем не испытываю,лишь в очень малой степени это так,не так уж часто,"определенно, это так","определенно, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595666,457631337,09/02/2024 03:35:47 PM,09/02/2024 03:40:38 PM,178.170.236.79,,,,,Русский,35,Мужчина,ЕЭК (Электрическая станция),,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595761,457631337,09/02/2024 03:20:35 PM,09/02/2024 03:40:34 PM,37.208.46.154,,,,,Русский,24,Мужчина,ССГПО,,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"наверное, это так",совсем не испытываю,"наверное, это так",совсем не бывает,"наверное, это так","определенно, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596195,457631337,09/02/2024 03:36:40 PM,09/02/2024 03:40:29 PM,212.154.179.150,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118682596552,457631337,09/02/2024 03:36:44 PM,09/02/2024 03:40:25 PM,178.170.236.25,,,,,Русский,54,Мужчина,Алюминий Казахстана (ПАЗ),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682595488,457631337,09/02/2024 03:35:34 PM,09/02/2024 03:40:12 PM,37.208.46.154,,,,,Русский,41,Женщина,ССГПО,,,,Специалист,часто,"иногда, но это меня не беспокоит",постоянно,"наверное, это так",иногда,"определенно, это так",не так уж часто,"наверное, это так","наверное, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",редко,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118682594747,457631337,09/02/2024 03:33:52 PM,09/02/2024 03:40:06 PM,37.230.251.106,,,,,Русский,40,Женщина,Офисы Астаны,,ТОО «Евразийская Группа»,,Специалист,совсем не испытываю,совсем не испытываю,время от времени,"определенно, это так",иногда,лишь в очень малой степени это так,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,по моему мнению поддержка со стороны Группы полностью выполняется ,,,,,,,,,,,,,,,,,,,,,,,,,
